ORDERNUMBER,Customer Name,Sales,Quantity Ordered,Price Each,MSRP,Mark Up/Down,Product Line,Order Line Number,Product Code,Order Date,Month,Year,Status,Quarter ID,Deal Size,Small Deal,Medium Deal,Large Deal,Contact Last Name,Contact First Name,Phone,Address,City,State,Postal Code,Country,Territory,Classic Cars,Motorcycles,Planes,Ships,Trains,Trucks and Buses,Vintage Cars
10292,Land of Toys Inc.,2150.0,40,53.75,57.0,-3.25,Classic Cars,5,S24_1444,2004-09-08,September,2004,Shipped,3,Small Deal,1,0,0,Yu,Kwai,2125557818,897 Long Airport Avenue  ,NYC,NY,10022,USA,AMER,1,0,0,0,0,0,0
10305,Marta's Replicas Co.,2783.25,45,61.85,57.0,4.850000000000001,Classic Cars,2,S24_1444,2004-10-13,October,2004,Shipped,4,Small Deal,1,0,0,Hernandez,Marta,6175558555,39323 Spinnaker Dr.  ,Cambridge,MA,51247,USA,AMER,1,0,0,0,0,0,0
10314,Heintze Collectables,2339.92,44,53.18,57.0,-3.8200000000000003,Classic Cars,11,S24_1444,2004-10-22,October,2004,Shipped,4,Small Deal,1,0,0,Ibsen,Palle,86 21 3555,Smagsloget 45  ,Aaarhus,N/A,8200,Denmark,EMEA,1,0,0,0,0,0,0
10324,Vitachrome Inc.,1729.0,25,69.16,57.0,12.159999999999997,Classic Cars,14,S24_1444,2004-11-05,November,2004,Shipped,4,Small Deal,1,0,0,Frick,Michael,2125551500,2678 Kingston Rd.  Suite 101,NYC,NY,10022,USA,AMER,1,0,0,0,0,0,0
10336,"La Corne D'abondance, Co.",5972.4,45,100.0,57.0,43.0,Classic Cars,4,S24_1444,2004-11-20,November,2004,Shipped,4,Medium Deal,0,1,0,Bertrand,Marie,(1) 42.34.2555,"265, boulevard Charonne  ",Paris,N/A,75012,France,EMEA,1,0,0,0,0,0,0
10349,Muscle Machine Inc,2275.2,48,47.4,57.0,-9.600000000000001,Classic Cars,4,S24_1444,2004-12-01,December,2004,Shipped,4,Small Deal,1,0,0,Young,Jeff,2125557413,4092 Furth Circle  Suite 400,NYC,NY,10022,USA,AMER,1,0,0,0,0,0,0
10358,Euro Shopping Channel,2673.44,44,60.76,57.0,3.759999999999998,Classic Cars,14,S24_1444,2004-12-10,December,2004,Shipped,4,Small Deal,1,0,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,1,0,0,0,0,0,0
10371,Mini Gifts Distributors Ltd.,2431.75,25,97.27,57.0,40.269999999999996,Classic Cars,12,S24_1444,2005-01-23,January,2005,Shipped,1,Small Deal,1,0,0,Nelson,Valarie,4155551450,5677 Strong St.  ,San Rafael,CA,97562,USA,AMER,1,0,0,0,0,0,0
10383,Euro Shopping Channel,2018.72,22,91.76,57.0,34.760000000000005,Classic Cars,2,S24_1444,2005-02-22,February,2005,Shipped,1,Small Deal,1,0,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,1,0,0,0,0,0,0
10394,Euro Shopping Channel,1558.99,31,50.29,57.0,-6.710000000000001,Classic Cars,2,S24_1444,2005-03-15,March,2005,Shipped,1,Small Deal,1,0,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,1,0,0,0,0,0,0
10412,Euro Shopping Channel,1104.6,21,52.6,57.0,-4.399999999999999,Classic Cars,2,S24_1444,2005-05-03,May,2005,Shipped,2,Small Deal,1,0,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,1,0,0,0,0,0,0
10425,La Rochelle Gifts,2575.1,55,46.82,57.0,-10.18,Classic Cars,1,S24_1444,2005-05-31,May,2005,In Process,2,Small Deal,1,0,0,Labrune,Janine,40.67.8555,"67, rue des Cinquante Otages  ",Nantes,N/A,44000,France,EMEA,1,0,0,0,0,0,0
10107,Land of Toys Inc.,2845.75,25,100.0,112.0,-12.0,Motorcycles,3,S24_1578,2003-02-24,February,2003,Shipped,1,Small Deal,1,0,0,Yu,Kwai,2125557818,897 Long Airport Avenue  ,NYC,NY,10022,USA,AMER,0,1,0,0,0,0,0
10120,"Australian Collectors, Co.",3431.75,35,98.05,112.0,-13.950000000000003,Motorcycles,1,S24_1578,2003-04-29,April,2003,Shipped,2,Medium Deal,0,1,0,Ferguson,Peter,03 9520 4555,636 St Kilda Road  Level 3,Melbourne,Victoria,3004,Australia,APAC,0,1,0,0,0,0,0
10134,Lyon Souveniers,3273.9,35,93.54,112.0,-18.459999999999994,Motorcycles,3,S24_1578,2003-07-01,July,2003,Shipped,3,Medium Deal,0,1,0,Da Cunha,Daniel,+33 1 46 62 7555,27 rue du Colonel Pierre Avia  ,Paris,N/A,75508,France,EMEA,0,1,0,0,0,0,0
10145,Toys4GrownUps.com,4119.4,43,95.8,112.0,-16.200000000000003,Motorcycles,7,S24_1578,2003-08-25,August,2003,Shipped,3,Medium Deal,0,1,0,Young,Julie,6265557265,78934 Hillside Dr.  ,Pasadena,CA,90003,USA,AMER,0,1,0,0,0,0,0
10159,Corporate Gift Ideas Co.,5355.68,44,100.0,112.0,-12.0,Motorcycles,15,S24_1578,2003-10-10,October,2003,Shipped,4,Medium Deal,0,1,0,Brown,Julie,6505551386,7734 Strong St.  ,San Francisco,CA,N/A,USA,AMER,0,1,0,0,0,0,0
10168,Technics Stores Inc.,5747.5,50,100.0,112.0,-12.0,Motorcycles,2,S24_1578,2003-10-28,October,2003,Shipped,4,Medium Deal,0,1,0,Hirano,Juri,6505556809,9408 Furth Circle  ,Burlingame,CA,94217,USA,AMER,0,1,0,0,0,0,0
10180,Daedalus Designs Imports,5355.36,48,100.0,112.0,-12.0,Motorcycles,10,S24_1578,2003-11-11,November,2003,Shipped,4,Medium Deal,0,1,0,Rance,Martine,20.16.1555,"184, chausse de Tournai  ",Lille,N/A,59000,France,EMEA,0,1,0,0,0,0,0
10188,Herkku Gifts,2535.75,25,100.0,112.0,-12.0,Motorcycles,2,S24_1578,2003-11-18,November,2003,Shipped,4,Small Deal,1,0,0,Oeztan,Veysel,+47 2267 3215,"Drammen 121, PR 744 Sentrum  ",Bergen,N/A,N 5804,Norway,EMEA,0,1,0,0,0,0,0
10201,Mini Wheels Co.,4351.23,39,100.0,112.0,-12.0,Motorcycles,3,S24_1578,2003-12-01,December,2003,Shipped,4,Medium Deal,0,1,0,Murphy,Julie,6505555787,5557 North Pendale Street  ,San Francisco,CA,N/A,USA,AMER,0,1,0,0,0,0,0
10211,Auto Canal Petit,2254.0,25,90.16,112.0,-21.840000000000003,Motorcycles,15,S24_1578,2004-01-15,January,2004,Shipped,1,Small Deal,1,0,0,Perrier,Dominique,(1) 47.55.6555,"25, rue Lauriston  ",Paris,N/A,75016,France,EMEA,0,1,0,0,0,0,0
10223,"Australian Collectors, Co.",2921.28,32,91.29,112.0,-20.709999999999994,Motorcycles,2,S24_1578,2004-02-20,February,2004,Shipped,1,Small Deal,1,0,0,Ferguson,Peter,03 9520 4555,636 St Kilda Road  Level 3,Melbourne,Victoria,3004,Australia,APAC,0,1,0,0,0,0,0
10237,Vitachrome Inc.,2299.0,20,100.0,112.0,-12.0,Motorcycles,8,S24_1578,2004-04-05,April,2004,Shipped,2,Small Deal,1,0,0,Frick,Michael,2125551500,2678 Kingston Rd.  Suite 101,NYC,NY,10022,USA,AMER,0,1,0,0,0,0,0
10251,Tekni Collectables Inc.,2637.18,26,100.0,112.0,-12.0,Motorcycles,3,S24_1578,2004-05-18,May,2004,Shipped,2,Small Deal,1,0,0,Brown,William,2015559350,7476 Moss Rd.  ,Newark,NJ,94019,USA,AMER,0,1,0,0,0,0,0
10263,Gift Depot Inc.,4307.52,42,100.0,112.0,-12.0,Motorcycles,3,S24_1578,2004-06-28,June,2004,Shipped,2,Medium Deal,0,1,0,King,Julie,2035552570,25593 South Bay Ln.  ,Bridgewater,CT,97562,USA,AMER,0,1,0,0,0,0,0
10275,La Rochelle Gifts,2153.76,21,100.0,112.0,-12.0,Motorcycles,2,S24_1578,2004-07-23,July,2004,Shipped,3,Small Deal,1,0,0,Labrune,Janine,40.67.8555,"67, rue des Cinquante Otages  ",Nantes,N/A,44000,France,EMEA,0,1,0,0,0,0,0
10285,Marta's Replicas Co.,3716.88,34,100.0,112.0,-12.0,Motorcycles,7,S24_1578,2004-08-27,August,2004,Shipped,3,Medium Deal,0,1,0,Hernandez,Marta,6175558555,39323 Spinnaker Dr.  ,Cambridge,MA,51247,USA,AMER,0,1,0,0,0,0,0
10299,"Toys of Finland, Co.",5455.76,47,100.0,112.0,-12.0,Motorcycles,10,S24_1578,2004-09-30,September,2004,Shipped,3,Medium Deal,0,1,0,Karttunen,Matti,90-224 8555,Keskuskatu 45  ,Helsinki,N/A,21240,Finland,EMEA,0,1,0,0,0,0,0
10309,Baane Mini Imports,2650.62,21,100.0,112.0,-12.0,Motorcycles,6,S24_1578,2004-10-15,October,2004,Shipped,4,Small Deal,1,0,0,Bergulfsen,Jonas,07-98 9555,Erling Skakkes gate 78  ,Stavern,N/A,4110,Norway,EMEA,0,1,0,0,0,0,0
10318,Diecast Classics Inc.,6437.28,48,100.0,112.0,-12.0,Motorcycles,2,S24_1578,2004-11-02,November,2004,Shipped,4,Medium Deal,0,1,0,Yu,Kyung,2155551555,7586 Pompton St.  ,Allentown,PA,70267,USA,AMER,0,1,0,0,0,0,0
10329,Land of Toys Inc.,2633.4,30,87.78,112.0,-24.22,Motorcycles,7,S24_1578,2004-11-15,November,2004,Shipped,4,Small Deal,1,0,0,Yu,Kwai,2125557818,897 Long Airport Avenue  ,NYC,NY,10022,USA,AMER,0,1,0,0,0,0,0
10339,"Tokyo Collectables, Ltd",2278.53,27,84.39,112.0,-27.61,Motorcycles,10,S24_1578,2004-11-23,November,2004,Shipped,4,Small Deal,1,0,0,Shimamura,Akiko,+81 3 3584 0555,2-2-8 Roppongi  ,Minato-ku,Tokyo,106-0032,Japan,APAC,0,1,0,0,0,0,0
10362,Technics Stores Inc.,4846.0,50,96.92,112.0,-15.079999999999998,Motorcycles,2,S24_1578,2005-01-05,January,2005,Shipped,1,Medium Deal,0,1,0,Hirano,Juri,6505556809,9408 Furth Circle  ,Burlingame,CA,94217,USA,AMER,0,1,0,0,0,0,0
10374,"Australian Gift Network, Co",4197.1,38,100.0,112.0,-12.0,Motorcycles,6,S24_1578,2005-02-02,February,2005,Shipped,1,Medium Deal,0,1,0,Calaghan,Tony,61-7-3844-6555,31 Duncan St. West End  ,South Brisbane,Queensland,4101,Australia,APAC,0,1,0,0,0,0,0
10389,Scandinavian Gift Ideas,4597.65,45,100.0,112.0,-12.0,Motorcycles,1,S24_1578,2005-03-03,March,2005,Shipped,1,Medium Deal,0,1,0,Larsson,Maria,0695-34 6555,?kergatan 24  ,Boras,N/A,S-844 67,Sweden,EMEA,0,1,0,0,0,0,0
10403,"UK Collectables, Ltd.",5287.7,46,100.0,112.0,-12.0,Motorcycles,8,S24_1578,2005-04-08,April,2005,Shipped,2,Medium Deal,0,1,0,Devon,Elizabeth,(171) 555-2282,Berkeley Gardens 12  Brewery  ,Liverpool,N/A,WX1 6LT,UK,EMEA,0,1,0,0,0,0,0
10417,Euro Shopping Channel,3550.05,35,100.0,112.0,-12.0,Motorcycles,3,S24_1578,2005-05-13,May,2005,Disputed,2,Medium Deal,0,1,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,0,1,0,0,0,0,0
10110,"AV Stores, Co.",1721.73,29,59.37,50.0,9.369999999999997,Classic Cars,15,S24_1628,2003-03-18,March,2003,Shipped,1,Small Deal,1,0,0,Ashworth,Victoria,(171) 555-1555,Fauntleroy Circus  ,Manchester,N/A,EC2 5NT,UK,EMEA,1,0,0,0,0,0,0
10123,Atelier graphique,2993.5,50,59.87,50.0,9.869999999999997,Classic Cars,1,S24_1628,2003-05-20,May,2003,Shipped,2,Small Deal,1,0,0,Schmitt,Carine,40.32.2555,"54, rue Royale  ",Nantes,N/A,44000,France,EMEA,1,0,0,0,0,0,0
10137,Reims Collectables,1295.06,26,49.81,50.0,-0.18999999999999773,Classic Cars,1,S24_1628,2003-07-10,July,2003,Shipped,3,Small Deal,1,0,0,Henriot,Paul,26.47.1555,59 rue de l'Abbaye  ,Reims,N/A,51100,France,EMEA,1,0,0,0,0,0,0
10148,"Anna's Decorations, Ltd",2671.95,47,56.85,50.0,6.850000000000001,Classic Cars,8,S24_1628,2003-09-11,September,2003,Shipped,3,Small Deal,1,0,0,O'Hara,Anna,02 9936 8555,201 Miller Street  Level 15,North Sydney,NSW,2060,Australia,APAC,1,0,0,0,0,0,0
10161,Heintze Collectables,1226.59,23,53.33,50.0,3.3299999999999983,Classic Cars,7,S24_1628,2003-10-17,October,2003,Shipped,4,Small Deal,1,0,0,Ibsen,Palle,86 21 3555,Smagsloget 45  ,Aaarhus,N/A,8200,Denmark,EMEA,1,0,0,0,0,0,0
10172,Gift Depot Inc.,1453.84,34,42.76,50.0,-7.240000000000002,Classic Cars,5,S24_1628,2003-11-05,November,2003,Shipped,4,Small Deal,1,0,0,King,Julie,2035552570,25593 South Bay Ln.  ,Bridgewater,CT,97562,USA,AMER,1,0,0,0,0,0,0
10181,Herkku Gifts,1830.22,34,53.83,50.0,3.8299999999999983,Classic Cars,1,S24_1628,2003-11-12,November,2003,Shipped,4,Small Deal,1,0,0,Oeztan,Veysel,+47 2267 3215,"Drammen 121, PR 744 Sentrum  ",Bergen,N/A,N 5804,Norway,EMEA,1,0,0,0,0,0,0
10192,Online Diecast Creations Co.,2530.01,47,53.83,50.0,3.8299999999999983,Classic Cars,6,S24_1628,2003-11-20,November,2003,Shipped,4,Small Deal,1,0,0,Young,Valarie,6035558647,2304 Long Airport Avenue  ,Nashua,NH,62005,USA,AMER,1,0,0,0,0,0,0
10204,Muscle Machine Inc,2241.45,45,49.81,50.0,-0.18999999999999773,Classic Cars,12,S24_1628,2003-12-02,December,2003,Shipped,4,Small Deal,1,0,0,Young,Jeff,2125557413,4092 Furth Circle  Suite 400,NYC,NY,10022,USA,AMER,1,0,0,0,0,0,0
10212,Euro Shopping Channel,2399.85,45,53.33,50.0,3.3299999999999983,Classic Cars,5,S24_1628,2004-01-16,January,2004,Shipped,1,Small Deal,1,0,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,1,0,0,0,0,0,0
10226,Collectable Mini Designs Co.,1557.72,36,43.27,50.0,-6.729999999999997,Classic Cars,3,S24_1628,2004-02-26,February,2004,Shipped,1,Small Deal,1,0,0,Thompson,Valarie,7605558146,361 Furth Circle  ,San Diego,CA,91217,USA,AMER,1,0,0,0,0,0,0
10241,Mini Caravy,845.25,21,40.25,50.0,-9.75,Classic Cars,10,S24_1628,2004-04-13,April,2004,Shipped,2,Small Deal,1,0,0,Citeaux,Frederique,88.60.1555,"24, place Kluber  ",Strasbourg,N/A,67000,France,EMEA,1,0,0,0,0,0,0
10266,L'ordine Souveniers,1352.4,28,48.3,50.0,-1.7000000000000028,Classic Cars,1,S24_1628,2004-07-06,July,2004,Shipped,3,Small Deal,1,0,0,Moroni,Maurizio,0522-556555,Strada Provinciale 124  ,Reggio Emilia,N/A,42100,Italy,EMEA,1,0,0,0,0,0,0
10278,Signal Gift Stores,1584.8,35,45.28,50.0,-4.719999999999999,Classic Cars,1,S24_1628,2004-08-06,August,2004,Shipped,3,Small Deal,1,0,0,King,Sue,7025551838,8489 Strong St.  ,Las Vegas,NV,83030,USA,AMER,1,0,0,0,0,0,0
10288,Handji Gifts& Co,2616.0,50,52.32,50.0,2.3200000000000003,Classic Cars,13,S24_1628,2004-09-01,September,2004,Shipped,3,Small Deal,1,0,0,Victorino,Wendy,+65 224 1555,Village Close - 106 Linden Road Sandown  2nd Floor,Singapore,N/A,69045,Singapore,APAC,1,0,0,0,0,0,0
10301,"Norway Gifts By Mail, Co.",1129.04,22,51.32,50.0,1.3200000000000003,Classic Cars,3,S24_1628,2003-10-05,October,2003,Shipped,4,Small Deal,1,0,0,Klaeboe,Jan,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum  ",Oslo,N/A,N 0106,Norway,EMEA,1,0,0,0,0,0,0
10311,Euro Shopping Channel,2218.5,45,49.3,50.0,-0.7000000000000028,Classic Cars,8,S24_1628,2004-10-16,October,2004,Shipped,4,Small Deal,1,0,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,1,0,0,0,0,0,0
10321,FunGiftIdeas.com,2028.48,48,42.26,50.0,-7.740000000000002,Classic Cars,5,S24_1628,2004-11-04,November,2004,Shipped,4,Small Deal,1,0,0,Benitez,Violeta,5085552555,1785 First Street  ,New Bedford,MA,50553,USA,AMER,1,0,0,0,0,0,0
10332,"AV Stores, Co.",1759.2,20,87.96,50.0,37.959999999999994,Classic Cars,5,S24_1628,2004-11-17,November,2004,Shipped,4,Small Deal,1,0,0,Ashworth,Victoria,(171) 555-1555,Fauntleroy Circus  ,Manchester,N/A,EC2 5NT,UK,EMEA,1,0,0,0,0,0,0
10343,Reims Collectables,977.67,27,36.21,50.0,-13.79,Classic Cars,6,S24_1628,2004-11-24,November,2004,Shipped,4,Small Deal,1,0,0,Henriot,Paul,26.47.1555,59 rue de l'Abbaye  ,Reims,N/A,51100,France,EMEA,1,0,0,0,0,0,0
10367,Toys4GrownUps.com,1463.0,38,38.5,50.0,-11.5,Classic Cars,11,S24_1628,2005-01-12,January,2005,Resolved,1,Small Deal,1,0,0,Young,Julie,6265557265,78934 Hillside Dr.  ,Pasadena,CA,90003,USA,AMER,1,0,0,0,0,0,0
10379,Euro Shopping Channel,3970.56,32,100.0,50.0,50.0,Classic Cars,3,S24_1628,2005-02-10,February,2005,Shipped,1,Medium Deal,0,1,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,1,0,0,0,0,0,0
10407,The Sharp Gifts Warehouse,2576.0,64,40.25,50.0,-9.75,Classic Cars,10,S24_1628,2005-04-22,April,2005,On Hold,2,Small Deal,1,0,0,Frick,Sue,4085553659,3086 Ingle Ln.  ,San Jose,CA,94217,USA,AMER,1,0,0,0,0,0,0
10420,Souveniers And Things Co.,2233.69,37,60.37,50.0,10.369999999999997,Classic Cars,13,S24_1628,2005-05-29,May,2005,In Process,2,Small Deal,1,0,0,Huxley,Adrian,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy  Level 6",Chatswood,NSW,2067,Australia,APAC,1,0,0,0,0,0,0
10106,Rovelli Gifts,2481.64,28,88.63,109.0,-20.370000000000005,Planes,4,S24_1785,2003-02-17,February,2003,Shipped,1,Small Deal,1,0,0,Rovelli,Giovanni,035-640555,Via Ludovico il Moro 22  ,Bergamo,N/A,24100,Italy,EMEA,0,0,1,0,0,0,0
10120,"Australian Collectors, Co.",4651.53,39,100.0,109.0,-9.0,Planes,10,S24_1785,2003-04-29,April,2003,Shipped,2,Medium Deal,0,1,0,Ferguson,Peter,03 9520 4555,636 St Kilda Road  Level 3,Melbourne,Victoria,3004,Australia,APAC,0,0,1,0,0,0,0
10133,Euro Shopping Channel,3858.1,41,94.1,109.0,-14.900000000000006,Planes,5,S24_1785,2003-06-27,June,2003,Shipped,2,Medium Deal,0,1,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,0,0,1,0,0,0,0
10145,Toys4GrownUps.com,3501.6,40,87.54,109.0,-21.459999999999994,Planes,16,S24_1785,2003-08-25,August,2003,Shipped,3,Medium Deal,0,1,0,Young,Julie,6265557265,78934 Hillside Dr.  ,Pasadena,CA,90003,USA,AMER,0,0,1,0,0,0,0
10168,Technics Stores Inc.,6433.7,49,100.0,109.0,-9.0,Planes,11,S24_1785,2003-10-28,October,2003,Shipped,4,Medium Deal,0,1,0,Hirano,Juri,6505556809,9408 Furth Circle  ,Burlingame,CA,94217,USA,AMER,0,0,1,0,0,0,0
10210,Osaka Souveniers Co.,2658.96,27,98.48,109.0,-10.519999999999996,Planes,9,S24_1785,2004-01-12,January,2004,Shipped,1,Small Deal,1,0,0,Kentary,Mory,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku  ",Osaka,Osaka,530-0003,Japan,APAC,0,0,1,0,0,0,0
10223,"Australian Collectors, Co.",3608.76,34,100.0,109.0,-9.0,Planes,11,S24_1785,2004-02-20,February,2004,Shipped,1,Medium Deal,0,1,0,Ferguson,Peter,03 9520 4555,636 St Kilda Road  Level 3,Melbourne,Victoria,3004,Australia,APAC,0,0,1,0,0,0,0
10235,"Royal Canadian Collectables, Ltd.",2214.67,23,96.29,109.0,-12.709999999999994,Planes,5,S24_1785,2004-04-02,April,2004,Shipped,2,Small Deal,1,0,0,Lincoln,Elizabeth,(604) 555-4555,23 Tsawassen Blvd.  ,Tsawassen,BC,T2F 8M4,Canada,AMER,0,0,1,0,0,0,0
10250,The Sharp Gifts Warehouse,2747.53,31,88.63,109.0,-20.370000000000005,Planes,6,S24_1785,2004-05-11,May,2004,Shipped,2,Small Deal,1,0,0,Frick,Sue,4085553659,3086 Ingle Ln.  ,San Jose,CA,94217,USA,AMER,0,0,1,0,0,0,0
10262,Euro Shopping Channel,3310.92,34,97.38,109.0,-11.620000000000005,Planes,1,S24_1785,2004-06-24,June,2004,Cancelled,2,Medium Deal,0,1,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,0,0,1,0,0,0,0
10275,La Rochelle Gifts,2380.0,25,95.2,109.0,-13.799999999999997,Planes,11,S24_1785,2004-07-23,July,2004,Shipped,3,Small Deal,1,0,0,Labrune,Janine,40.67.8555,"67, rue des Cinquante Otages  ",Nantes,N/A,44000,France,EMEA,0,0,1,0,0,0,0
10284,"Norway Gifts By Mail, Co.",2310.88,22,100.0,109.0,-9.0,Planes,3,S24_1785,2004-08-21,August,2004,Shipped,3,Small Deal,1,0,0,Klaeboe,Jan,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum  ",Oslo,N/A,N 0106,Norway,EMEA,0,0,1,0,0,0,0
10297,"Clover Collections, Co.",4061.76,32,100.0,109.0,-9.0,Planes,6,S24_1785,2004-09-16,September,2004,Shipped,3,Medium Deal,0,1,0,Cassidy,Dean,+353 1862 1555,25 Maiden Lane  Floor No. 4,Dublin,N/A,2,Ireland,EMEA,0,0,1,0,0,0,0
10308,Mini Classics,3493.7,31,100.0,109.0,-9.0,Planes,9,S24_1785,2004-10-15,October,2004,Shipped,4,Medium Deal,0,1,0,Frick,Steve,9145554562,3758 North Pendale Street  ,White Plains,NY,24067,USA,AMER,0,0,1,0,0,0,0
10316,giftsbymail.co.uk,2872.25,25,100.0,109.0,-9.0,Planes,1,S24_1785,2004-11-01,November,2004,Shipped,4,Small Deal,1,0,0,Bennett,Helen,(198) 555-8888,Garden House Crowther Way  ,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,0,0,1,0,0,0,0
10328,Rovelli Gifts,4114.38,47,87.54,109.0,-21.459999999999994,Planes,14,S24_1785,2004-11-12,November,2004,Shipped,4,Medium Deal,0,1,0,Rovelli,Giovanni,035-640555,Via Ludovico il Moro 22  ,Bergamo,N/A,24100,Italy,EMEA,0,0,1,0,0,0,0
10339,"Tokyo Collectables, Ltd",1063.65,21,50.65,109.0,-58.35,Planes,7,S24_1785,2004-11-23,November,2004,Shipped,4,Small Deal,1,0,0,Shimamura,Akiko,+81 3 3584 0555,2-2-8 Roppongi  ,Minato-ku,Tokyo,106-0032,Japan,APAC,0,0,1,0,0,0,0
10353,Gift Ideas Corp.,2008.44,28,71.73,109.0,-37.269999999999996,Planes,2,S24_1785,2004-12-04,December,2004,Shipped,4,Small Deal,1,0,0,Lewis,Dan,2035554407,2440 Pompton St.  ,Glendale,CT,97561,USA,AMER,0,0,1,0,0,0,0
10374,"Australian Gift Network, Co",4328.6,46,94.1,109.0,-14.900000000000006,Planes,3,S24_1785,2005-02-02,February,2005,Shipped,1,Medium Deal,0,1,0,Calaghan,Tony,61-7-3844-6555,31 Duncan St. West End  ,South Brisbane,Queensland,4101,Australia,APAC,0,0,1,0,0,0,0
10386,Euro Shopping Channel,1376.43,33,41.71,109.0,-67.28999999999999,Planes,11,S24_1785,2005-03-01,March,2005,Resolved,1,Small Deal,1,0,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,0,0,1,0,0,0,0
10398,Reims Collectables,5552.16,43,100.0,109.0,-9.0,Planes,16,S24_1785,2005-03-30,March,2005,Shipped,1,Medium Deal,0,1,0,Henriot,Paul,26.47.1555,59 rue de l'Abbaye  ,Reims,N/A,51100,France,EMEA,0,0,1,0,0,0,0
10401,Tekni Collectables Inc.,3659.02,38,96.29,109.0,-12.709999999999994,Planes,5,S24_1785,2005-04-03,April,2005,On Hold,2,Medium Deal,0,1,0,Brown,William,2015559350,7476 Moss Rd.  ,Newark,NJ,94019,USA,AMER,0,0,1,0,0,0,0
10416,L'ordine Souveniers,4165.61,47,88.63,109.0,-20.370000000000005,Planes,6,S24_1785,2005-05-10,May,2005,Shipped,2,Medium Deal,0,1,0,Moroni,Maurizio,0522-556555,Strada Provinciale 124  ,Reggio Emilia,N/A,42100,Italy,EMEA,0,0,1,0,0,0,0
10101,"Blauer See Auto, Co.",1404.0,45,31.2,33.0,-1.8000000000000007,Vintage Cars,3,S24_1937,2003-01-09,January,2003,Shipped,1,Small Deal,1,0,0,Keitel,Roland,+49 69 66 90 2555,Lyonerstr. 34  ,Frankfurt,N/A,60528,Germany,EMEA,0,0,0,0,0,0,1
10110,"AV Stores, Co.",710.2,20,35.51,33.0,2.509999999999998,Vintage Cars,3,S24_1937,2003-03-18,March,2003,Shipped,1,Small Deal,1,0,0,Ashworth,Victoria,(171) 555-1555,Fauntleroy Circus  ,Manchester,N/A,EC2 5NT,UK,EMEA,0,0,0,0,0,0,1
10124,Signal Gift Stores,1702.8,45,37.84,33.0,4.840000000000003,Vintage Cars,2,S24_1937,2003-05-21,May,2003,Shipped,2,Small Deal,1,0,0,King,Sue,7025551838,8489 Strong St.  ,Las Vegas,NV,83030,USA,AMER,0,0,0,0,0,0,1
10149,Signal Collectibles Ltd.,1194.84,36,33.19,33.0,0.18999999999999773,Vintage Cars,7,S24_1937,2003-09-12,September,2003,Shipped,3,Small Deal,1,0,0,Taylor,Sue,4155554312,2793 Furth Circle  ,Brisbane,CA,94217,USA,AMER,0,0,0,0,0,0,1
10162,Corporate Gift Ideas Co.,1007.14,37,27.22,33.0,-5.780000000000001,Vintage Cars,5,S24_1937,2003-10-18,October,2003,Shipped,4,Small Deal,1,0,0,Brown,Julie,6505551386,7734 Strong St.  ,San Francisco,CA,N/A,USA,AMER,0,0,0,0,0,0,1
10173,Rovelli Gifts,977.43,31,31.53,33.0,-1.4699999999999989,Vintage Cars,9,S24_1937,2003-11-05,November,2003,Shipped,4,Small Deal,1,0,0,Rovelli,Giovanni,035-640555,Via Ludovico il Moro 22  ,Bergamo,N/A,24100,Italy,EMEA,0,0,0,0,0,0,1
10182,Mini Gifts Distributors Ltd.,1436.76,39,36.84,33.0,3.8400000000000034,Vintage Cars,6,S24_1937,2003-11-12,November,2003,Shipped,4,Small Deal,1,0,0,Nelson,Valarie,4155551450,5677 Strong St.  ,San Rafael,CA,97562,USA,AMER,0,0,0,0,0,0,1
